1 0.0
2 1.0
3 1.5849625007211563
4 2.0
5 2.321928094887362
6 2.584962500721156
7 2.807354922057604
8 3.0
9 3.1699250014423126
10 3.3219280948873626
11 3.4594316186372978
12 3.5849625007211565
13 3.700439718141092
14 3.8073549220576037
15 3.9068905956085187
16 4.0
17 4.08746284125034
18 4.169925001442312
19 4.247927513443585
20 4.321928094887363
21 4.392317422778761
22 4.459431618637297
23 4.523561956057013
24 4.584962500721157
25 4.643856189774724
26 4.700439718141093
27 4.754887502163469
28 4.807354922057604
29 4.857980995127573
30 4.906890595608519
31 4.954196310386876
32 5.0
33 5.044394119358453
34 5.08746284125034
35 5.129283016944966
36 5.169925001442312
37 5.20945336562895
38 5.247927513443585
39 5.285402218862249
40 5.321928094887363
41 5.357552004618084
42 5.392317422778761
43 5.426264754702098
44 5.459431618637297
45 5.491853096329675
46 5.523561956057013
47 5.554588851677638
48 5.584962500721157
49 5.614709844115208
50 5.643856189774724
51 5.672425341971496
52 5.700439718141093
53 5.7279204545632
54 5.754887502163469
55 5.78135971352466
56 5.807354922057605
57 5.832890014164742
58 5.857980995127572
59 5.882643049361842
60 5.906890595608519
61 5.930737337562887
62 5.954196310386876
63 5.977279923499917
64 6.0
65 6.022367813028454
66 6.044394119358453
67 6.066089190457772
68 6.08746284125034
69 6.10852445677817
70 6.129283016944967
71 6.149747119504682
72 6.169925001442312
73 6.189824558880018
74 6.209453365628951
75 6.22881869049588
76 6.247927513443586
77 6.266786540694902
78 6.285402218862249
79 6.303780748177103
80 6.321928094887362
81 6.339850002884625
82 6.357552004618085
83 6.375039431346925
84 6.39231742277876
85 6.409390936137703
86 6.426264754702098
87 6.442943495848729
88 6.459431618637298
89 6.475733430966398
90 6.491853096329675
91 6.507794640198696
92 6.523561956057013
93 6.539158811108032
94 6.554588851677638
95 6.569855608330948
96 6.584962500721156
97 6.599912842187128
98 6.614709844115209
99 6.6293566200796095
100 6.643856189774725
